timestamp,x,y
1779961566.592282,272,201
1779961566.607803,295,219
1779961566.626248,333,233
1779961566.641103,318,234
1779961566.658899,352,239
1779961566.677448,372,255
1779961566.693464,374,257
1779961566.708859,381,253
1779961566.727536,395,258
1779961566.74203,383,257
1779961566.760109,402,242
1779961566.774027,411,232
1779961566.791731,391,234
1779961566.806308,385,249
1779961566.825584,368,242
1779961566.840197,346,237
1779961566.857337,340,261
1779961566.874345,330,261
1779961566.889213,319,229
1779961566.907193,340,241
1779961566.923727,333,231
1779961566.940733,321,224
1779961566.955585,318,226
1779961566.971901,324,223
1779961566.987987,302,232
1779961567.005703,328,230
1779961567.021794,311,217
1779961567.038392,287,213
1779961567.054282,286,211
1779961567.071218,273,208
1779961567.087151,266,209
1779961567.10635,278,202
1779961567.125286,285,186
1779961567.142795,319,172
1779961567.158242,413,174
1779961567.173498,408,174
1779961567.191099,433,178
1779961567.207195,435,167
1779961567.223375,452,173
1779961567.238643,436,173
1779961567.257634,407,172
1779961567.271511,398,159
1779961567.287916,402,153
1779961567.304393,398,156
1779961567.320292,384,151
1779961567.338648,406,158
1779961567.356289,419,164
1779961567.373559,429,190
1779961567.387705,451,193
1779961567.405898,469,197
1779961567.423742,463,192
1779961567.437691,466,195
1779961567.455094,466,200
1779961567.470568,482,208
1779961567.488323,467,209
1779961567.503562,469,215
1779961567.521779,462,217
1779961567.537253,480,225
1779961567.554202,481,228
1779961567.570073,487,230
1779961567.58652,465,239
1779961567.602042,484,249
1779961567.616287,493,257
1779961567.634124,517,273
1779961567.649866,487,254
1779961567.665678,497,261
1779961567.684299,516,282
1779961567.698394,519,284
1779961567.716805,516,270
1779961567.731806,557,268
1779961567.748699,567,277
1779961567.765709,552,295
1779961567.781642,566,303
1779961567.799895,586,296
1779961567.814547,602,294
1779961567.832889,595,281
1779961567.847453,643,295
1779961567.868749,640,284
1779961567.885544,634,279
1779961567.902391,635,284
1779961567.916236,639,280
1779961567.933551,664,287
1779961567.949476,685,283
1779961567.967722,672,275
1779961567.981919,660,285
1779961567.999291,685,296
1779961568.016879,685,301
1779961568.033187,688,307
1779961568.052554,732,320
1779961568.0672,712,310
1779961568.085193,708,298
1779961568.099537,694,292
1779961568.120776,698,288
1779961568.133968,699,272
1779961568.152299,683,267
1779961568.171755,677,265
1779961568.189821,701,259
1779961568.205451,688,248
1779961568.220872,713,241
1779961568.237311,697,236
1779961568.254394,670,232
1779961568.270561,699,231
1779961568.286811,674,223
1779961568.303008,707,228
1779961568.321015,700,218
1779961568.335842,699,224
1779961568.353343,716,237
1779961568.368756,689,236
1779961568.383938,713,238
1779961568.398152,731,233
1779961568.417065,694,235
1779961568.433415,721,251
1779961568.450431,718,252
1779961568.465133,689,239
1779961568.483422,716,255
1779961568.498004,716,267
1779961568.515185,705,270
1779961568.531984,689,278
1779961568.550068,732,285
1779961568.565281,735,286
1779961568.58097,733,272
1779961568.597673,754,267
1779961568.614257,735,255
1779961568.631146,737,275
1779961568.645253,722,279
1779961568.662829,754,258
1779961568.678752,739,240
1779961568.697862,751,238
1779961568.712303,768,246
1779961568.732004,747,232
1779961568.747981,723,249
1779961568.763743,725,243
1779961568.786932,751,248
1779961568.800998,710,236
1779961568.818852,715,240
1779961568.832513,691,237
1779961568.851086,721,240
1779961568.868628,701,240
1779961568.883393,717,227
1779961568.90103,696,218
1779961568.916622,698,219
1779961568.931683,676,216
1779961568.949147,661,213
1779961568.967563,638,214
1779961568.983233,640,210
1779961568.998647,673,224
1779961569.014229,692,201
1779961569.031787,701,197
1779961569.04852,725,178
1779961569.065451,716,186
1779961569.080812,686,178
1779961569.099225,708,193
1779961569.113789,711,216
1779961569.13191,741,234
1779961569.148225,733,229
1779961569.165123,749,259
1779961569.181304,742,288
1779961569.199701,732,256
1779961569.215476,746,267
1779961569.231016,758,277
1779961569.248288,761,268
1779961569.265194,737,274
1779961569.281408,726,269
1779961569.298071,743,263
1779961569.316615,733,284
1779961569.331975,747,304
1779961569.349406,750,324
1779961569.363615,754,310
1779961569.381783,766,321
1779961569.397326,783,322
1779961569.414288,801,334
1779961569.431833,801,345
1779961569.447756,778,348
1779961569.463753,785,354
1779961569.480527,791,366
1779961569.502249,790,372
1779961569.520907,810,385
1779961569.535477,782,395
1779961569.553086,772,394
1779961569.57056,795,400
1779961569.58857,781,394
1779961569.601844,805,401
1779961569.623165,804,400
1779961569.639304,812,404
1779961569.655188,851,412
1779961569.672376,854,417
1779961569.690108,866,427
1779961569.703703,850,430
1779961569.72191,839,430
1779961569.738435,853,429
1779961569.756765,851,459
1779961569.770607,881,471
1779961569.78925,846,463
1779961569.806712,838,459
1779961569.822502,853,464
1779961569.83873,860,469
1779961569.855501,864,467
1779961569.87106,859,477
1779961569.888402,881,482
1779961569.904162,902,483
1779961569.921582,898,489
1779961569.934029,889,486
1779961569.952849,868,477
1779961569.967615,884,487
1779961569.986679,865,492
1779961570.000141,877,477
1779961570.018281,877,479
1779961570.032625,907,486
1779961570.055096,890,479
1779961570.069975,912,469
1779961570.089029,918,478
1779961570.103861,910,484
1779961570.119612,898,457
1779961570.135052,894,456
1779961570.15283,890,451
1779961570.168538,884,456
1779961570.187781,927,459
1779961570.201884,924,450
1779961570.219003,908,444
1779961570.233241,922,442
1779961570.251915,906,449
1779961570.265125,921,445
1779961570.280971,909,457
1779961570.300009,890,450
1779961570.315089,902,457
1779961570.332838,912,446
1779961570.349324,889,438
1779961570.366352,885,442
1779961570.382288,869,443
1779961570.398739,851,448
1779961570.416268,870,457
1779961570.430947,857,453
1779961570.448576,865,486
1779961570.465164,849,507
1779961570.484461,830,505
1779961570.498348,855,515
1779961570.515066,839,519
1779961570.530961,824,542
1779961570.548315,779,538
1779961570.563517,769,542
1779961570.580006,786,535
1779961570.596031,771,548
1779961570.614289,758,543
1779961570.630963,747,516
1779961570.648239,755,506
1779961570.664028,756,507
1779961570.68124,744,530
1779961570.697266,733,539
1779961570.712747,713,529
