timestamp,x,y
1778752227.913421,1334,182
1778752227.929762,1293,141
1778752227.947649,1311,158
1778752227.962204,1348,184
1778752227.981645,1350,191
1778752227.996404,1346,197
1778752228.012711,1372,209
1778752228.027913,1390,219
1778752228.045878,1392,217
1778752228.061369,1401,230
1778752228.077666,1395,218
1778752228.093173,1377,203
1778752228.110505,1384,218
1778752228.124705,1396,234
1778752228.143585,1421,238
1778752228.157986,1431,261
1778752228.176546,1405,242
1778752228.189874,1389,256
1778752228.208303,1424,262
1778752228.22178,1422,264
1778752228.238409,1445,272
1778752228.256195,1438,272
1778752228.272182,1445,263
1778752228.28664,1438,264
1778752228.303424,1425,255
1778752228.320826,1402,239
1778752228.336246,1385,215
1778752228.354325,1421,219
1778752228.36998,1414,211
1778752228.386907,1414,199
1778752228.401891,1397,190
1778752228.419149,1403,198
1778752228.435915,1417,216
1778752228.452274,1425,225
1778752228.471048,1417,228
1778752228.485104,1410,237
1778752228.50403,1408,230
1778752228.518304,1382,210
1778752228.537553,1375,209
1778752228.552571,1360,202
1778752228.573428,1369,207
1778752228.586684,1327,190
1778752228.605557,1345,212
1778752228.621503,1343,207
1778752228.636432,1348,232
1778752228.653143,1313,233
1778752228.670537,1244,214
1778752228.686226,1215,210
1778752228.703963,1161,201
1778752228.720114,1137,199
1778752228.73543,1160,205
1778752228.753255,1135,201
1778752228.769797,1154,192
1778752228.789107,1080,172
1778752228.80509,1100,166
1778752228.822276,1041,150
1778752228.841481,954,193
1778752228.855786,976,232
1778752228.874043,915,194
1778752228.888291,980,195
1778752228.906721,929,140
1778752228.920904,861,77
1778752228.940065,845,71
1778752228.953151,878,103
1778752228.971413,841,37
1778752228.986856,876,-5
1778752229.007595,794,-70
1778752229.021587,830,-76
1778752229.040561,972,-130
1778752229.055202,955,-161
1778752229.071939,934,-167
1778752229.087498,929,-192
1778752229.104477,981,-211
1778752229.123369,992,-199
1778752229.137518,897,-241
1778752229.155811,882,-243
1778752229.171006,839,-250
1778752229.185947,833,-253
1778752229.207633,857,-244
1778752229.221771,607,-251
1778752229.242292,597,-238
1778752229.256169,587,-249
1778752229.275499,614,-207
1778752229.288117,577,-218
1778752229.308773,552,-224
1778752229.322215,523,-226
1778752229.341868,478,-239
1778752229.355965,421,-247
1778752229.373588,415,-236
1778752229.387503,358,-264
1778752229.40406,252,-258
1778752229.419775,232,-207
1778752229.441718,201,-201
1778752229.456563,144,-218
1778752229.474702,215,-154
1778752229.492646,233,-139
1778752229.508455,196,-168
1778752229.525339,134,-213
1778752229.540163,104,-228
1778752229.556482,110,-223
1778752229.572831,101,-217
1778752229.58755,96,-225
1778752229.606278,91,-211
1778752229.620025,67,-201
1778752229.640749,39,-182
1778752229.654556,17,-192
1778752229.670944,-10,-203
1778752229.687505,-18,-198
1778752229.705834,10,-208
1778752229.719911,16,-204
1778752229.737649,-2,-207
1778752229.752203,-33,-213
